Full Name,ID Number,Manager ID,Gender,Birthday,Role,Full time/Part time/Contract,Country,Department,Grade,Current Salary,Current Bonus,Pension,Email Address,NI or Tax number,Other Unique Identifier,Ethnicity,FTE,Start Date,Leave Date,Current Employee,Area,How recruited,Relocation costs,Recruitment cost,Reason for leaving,Cost of termination,Ccy,Healthcare costs,Other benefits,Expenses,Share based payments,Performance Ranking,Engagement index,Absence Days,Absence Type,Bradford Index,Training Cost,Training Day,Successor,Total payroll cost,Total benefits,Payroll taxes,Total annual compensation,Monthly cost Including payroll taxes,Age,Tenure Years,Years to retirement,Sales targets,Span of Control,Absence detail,Team Engagement,Customer Satisfaction,Team Performance,Personal Performance,Role Start Date,Prior period performance ranking,Absence Instances
Carlos Patrick,144,794,male,04/11/1983,Delivery Grade 3,Full time,UK,Projects,4,59070,5209,1181,Carlos.Patrick@realco.com,FF364909H,,,1,01/06/2010,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,5.9,5.91,5,,5,,,,64279,3181,8935,76395,7116,53.02,2.38,11.99,node.links.from.budget,0,,NaN,,,,31/07/2012,7.375,1
Carl Howard,294,794,male,06/03/1983,Delivery Grade 2,Full time,UK,Projects,3,49110,4018,982,Carl.Howard@realco.com,ID642045I,,,1,28/04/2010,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,9.3,6.18,4,,4,,,,53129,2482,7385,62996,6000,42.48,2.48,22.52,node.links.from.budget,0,,NaN,,,,02/03/2012,10,1
Alexander Maxwell,319,794,male,21/04/1987,Delivery Grade 1,Full time,UK,Projects,2,28478,0,570,Alexander.Maxwell@realco.com,BE926625D,,,1,31/12/2011,,Y,Manchester,Agency,,8250,,,GBP,750,0,10293.33,0,6.2,7.26,5,,20,,,,28478,1320,3958,33756,3671,27.8,0.8,37.2,node.links.from.budget,0,,NaN,,,,31/12/2011,4.65,2
Jon Jones,444,794,male,27/01/1960,Delivery Grade 3,Full time,UK,Projects,4,55789,4772,1116,Jon.Jones@realco.com,GI920178I,,,1,02/03/2007,,Y,Manchester,Agency,,9600,,,GBP,2000,0,10775.06,0,6,6.59,8,Sickness,200,,,,60560,3116,8418,72094,6906,58.97,5.64,6.04,node.links.from.budget,0,Back pain,NaN,,,,10/01/2011,7.5,5
Muhammad Baldwin,469,794,male,16/01/1985,Delivery Grade 3,Full time,UK,Projects,4,51213,4162,1024,Muhammad.Baldwin@realco.com,DF270250J,,,1,16/07/2010,,Y,Manchester,Agency,,8550,,,GBP,1500,0,9000,0,5.5,6.12,5,,5,,,,55375,2524,7697,65597,6216,47.49,2.26,17.51,node.links.from.budget,0,,NaN,,,,10/09/2011,6.875,1
William Hannah,544,794,male,17/02/1988,Delivery Grade 1,Full time,UK,Projects,2,30683,0,614,William.Hannah@realco.com,HH497467D,,,1,11/02/2010,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,5.5,6.87,5,,45,,,,30683,1364,4265,36312,3776,20.63,2.68,44.37,node.links.from.budget,0,,NaN,,,,10/01/2011,4.258,3
Brandon Berry,769,794,male,05/08/1954,Delivery Grade 1,Full time,UK,Projects,2,28546,0,571,Brandon.Berry@realco.com,DH106720F,,,1,06/06/2012,,Y,Manchester,Internal,0,0,,,GBP,750,0,9000,0,8.9,6.45,0,,-,,,,28546,1321,3968,33835,3570,21.9,0.37,43.1,node.links.from.budget,0,,NaN,,,,06/06/2012,8.01,0
Daniel Holley,819,794,male,07/06/1981,Delivery Grade 4,Full time,UK,Projects,5,69881,9940,2096,Daniel.Holley@realco.com,GG394725D,,,1,30/01/2010,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,8,7.69,0,,-,,,,79821,4596,11095,95513,8709,61,2.72,4.01,node.links.from.budget,0,,NaN,,,,08/08/2011,10,0
Robert Reed,844,794,male,21/12/1954,Delivery Grade 2,Full time,UK,Projects,3,44604,3267,892,Robert.Reed@realco.com,JE916857F,,,1,02/02/2012,,Y,Manchester,Agency,,9150,,,GBP,1500,0,9987.16,0,5,6.61,4,Sickness,4,,,,47872,2392,6654,56918,5575,43.7,0.71,21.3,node.links.from.budget,0,Dermatitis,NaN,,,,02/02/2012,5,1
David Lipp,869,119,male,17/10/1956,Delivery Grade 1,Full time,UK,Projects,2,28643,0,573,David.Lipp@realco.com,GB798672I,,,1,07/09/2008,,Y,Manchester,Advert,,500,,,GBP,500,0,9000,0,0.2,5.93,10,Sickness,250,,,No,28643,1073,3981,33697,3558,18.85,4.12,46.15,node.links.from.budget,10,Back pain,6.501,4.9,3,,09/09/2011,2,5
Mary Wilson,169,869,female,28/09/1987,Delivery Grade 1,Full time,UK,Projects,2,30660,0,613,Mary.Wilson@realco.com,CH84585E,,,1,06/07/2009,,Y,Manchester,Agency,,4500,,,GBP,1000,0,9000,0,4.4,6.4,9,,324,,,,30660,1613,4262,36535,3795,30.34,3.29,34.67,node.links.from.budget,0,,NaN,,,,23/09/2011,5.5,6
Jason Cochran,194,869,male,14/01/1984,Delivery Grade 2,Full time,UK,Projects,3,49808,4135,996,Jason.Cochran@realco.com,CE574336G,,,1,02/05/2009,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,5.5,6.42,4,Sickness,4,,,,53943,1996,7498,63437,6036,38.35,3.47,26.65,node.links.from.budget,0,Injury,NaN,,,,08/07/2012,6.875,1
Jeff Ballou,269,869,male,07/12/1984,Delivery Grade 2,Full time,UK,Projects,2,40836,2639,817,Jeff.Ballou@realco.com,JA274857F,,,1,03/06/2010,,Y,Manchester,Agency,,6900,,,GBP,1000,0,9000,0,3.8,6.33,0,Sickness,-,,,,43475,1817,6043,51334,5028,30.25,2.38,34.76,node.links.from.budget,0,Back pain,NaN,,,,11/08/2011,2.85,0
Leonard Brown,344,869,male,23/09/1962,Delivery Grade 2,Full time,UK,Projects,3,41678,2780,834,Leonard.Brown@realco.com,BG873641B,,,1,09/11/2009,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9000,0,4.1,6.86,5,,5,,,,44457,1834,6180,52471,5123,39.76,2.94,25.24,node.links.from.budget,0,,NaN,,,,10/01/2011,3.075,1
Tyler Henry,494,869,male,21/12/1983,Delivery Grade 3,Full time,UK,Projects,4,56520,4869,1130,Tyler.Henry@realco.com,HG376666D,,,1,12/12/2009,,Y,Manchester,Internal,,0,,,GBP,1500,0,9000,0,5.6,5.85,6,,24,,,,61390,2630,8533,72553,6796,47.07,2.85,17.94,node.links.from.budget,0,,NaN,,,,10/01/2011,4.2,2
Richard Watson,569,869,male,04/10/1951,Delivery Grade 1,Full time,UK,Projects,2,33635,0,673,Richard.Watson@realco.com,FB734932F,,,1,08/07/2009,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,5.9,7.22,8,,288,,,,33635,1423,4675,39733,4061,24.46,3.28,40.55,node.links.from.budget,0,,NaN,,,,02/11/2011,7.375,6
Joseph Hensley,594,869,male,09/07/1985,Delivery Grade 3,Full time,UK,Projects,4,63148,5753,1263,Joseph.Hensley@realco.com,FH222553C,,,1,29/01/2007,,Y,Manchester,Internal,,0,,,GBP,1500,0,9000,0,9.3,6.9,6,,96,,,,68901,2763,9577,81241,7520,49.12,5.72,15.88,node.links.from.budget,0,,NaN,,,,22/01/2011,8.37,4
Alexander Dawson,644,869,male,27/08/1985,Delivery Grade 2,Full time,UK,Projects,2,46119,3520,922,Alexander.Dawson@realco.com,DD104820F,,,1,16/11/2006,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9000,0,8,5.95,0,,-,,,,49639,1922,6900,58461,5622,34.56,5.93,30.44,node.links.from.budget,0,,NaN,,,,25/02/2012,6.264,0
Jacob White,894,869,male,15/09/1960,Delivery Grade 3,Full time,UK,Projects,4,63980,5864,1280,Jacob.White@realco.com,CB646448J,,,1,25/06/2008,,Y,Manchester,Agency,,9150,,,GBP,2000,0,9000,0,9.5,6.46,0,,-,,,,69844,3280,9708,82832,7653,59.34,4.32,5.66,node.links.from.budget,0,,NaN,,,,10/01/2011,9.5,0
William Maldonado,919,869,male,11/04/1985,Delivery Grade 2,Full time,UK,Projects,3,54477,4913,1090,William.Maldonado@realco.com,BE519120G,,,1,12/06/2009,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9000,0,6.5,6.62,5,,5,,,,59390,2090,8255,69735,6561,36.63,3.35,28.38,node.links.from.budget,0,,NaN,,,,10/01/2011,6.5,1
Ruby Stelly,944,119,female,15/07/1951,Delivery Grade 2,Full time,UK,Projects,3,42882,2980,858,Ruby.Stelly@realco.com,CG79778E,,,1,30/06/2009,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9806.76,0,6.1,6.85,9,,225,,,Yes,45862,1858,6375,54095,5325,36.04,3.3,28.97,node.links.from.budget,10,,6.436,7.7,2,,10/01/2011,4.575,5
Carol Carter,219,944,female,01/06/1949,Delivery Grade 4,Full time,UK,Projects,5,61857,5929,1856,Carol.Carter@realco.com,CI257057F,,,1,05/05/2012,,Y,Manchester,Internal,0,0,,,GBP,2500,0,9000,0,7.5,6.98,7,,112,,,,67786,4356,9422,81564,7547,62.92,0.45,2.08,node.links.from.budget,0,,NaN,,,,05/05/2012,5.625,4
Amy Gregory,244,944,female,13/09/1962,Delivery Grade 1,Full time,UK,Projects,2,34652,0,693,Amy.Gregory@realco.com,GF60665H,,,1,28/06/2010,,Y,Manchester,Advert,,500,,,GBP,1000,0,9861.92,0,7.4,5.98,4,Sickness,4,,,,34652,1693,4817,41161,4252,32.64,2.31,32.36,node.links.from.budget,0,Infectious disease,NaN,,,,10/12/2011,5.55,1
Ned Alexander,369,944,male,28/01/1982,Delivery Grade 4,Full time,UK,Projects,5,64664,7332,1940,Ned.Alexander@realco.com,JA610943J,,,1,09/12/2009,,Y,Manchester,Internal,,0,,,GBP,2500,0,9000,0,3.4,6.17,9,,144,,,,71996,4440,10007,86443,7954,63.69,2.86,1.31,node.links.from.budget,0,,NaN,,,,17/04/2012,4.25,4
Leon Thomas,394,944,male,24/02/1986,Delivery Grade 1,Full time,UK,Projects,2,33404,0,668,Leon.Thomas@realco.com,BD252363H,,,1,05/10/2007,,Y,Manchester,Advert,,500,,,GBP,500,0,9000,0,7.2,7.19,0,,-,,,,33404,1168,4643,39215,4018,19.67,5.04,45.33,node.links.from.budget,0,,NaN,,,,11/08/2011,9,0
Muhammad Sanderson,419,944,male,16/06/1986,Delivery Grade 2,Full time,UK,Projects,3,52406,4568,1048,Muhammad.Sanderson@realco.com,BH130591J,,,1,04/10/2010,,Y,Manchester,Advert,,500,,,GBP,1500,0,11480.36,0,7.9,6.64,0,,-,,,,56973,2548,7919,67440,6577,43.39,2.04,21.61,node.links.from.budget,0,,NaN,,,,06/06/2011,8.69,0
Harley Walsh,619,944,male,11/06/1953,Delivery Grade 3,Full time,UK,Projects,4,59794,5306,1196,Harley.Walsh@realco.com,HE645572G,,,1,17/12/2011,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,2.8,6.53,8,,128,,,,65100,3196,9049,77345,7195,55.81,0.84,9.19,node.links.from.budget,0,,NaN,,,,17/12/2011,2.8,4
Rose Murray,744,944,female,03/04/1985,Delivery Grade 4,Full time,UK,Projects,5,67601,8800,2028,Rose.Murray@realco.com,EE138874D,,,1,03/11/2011,,Y,Manchester,Agency,,8850,,,GBP,2500,0,9000,0,5.6,6.28,4,,4,,,,76401,4528,10620,91549,8379,64.61,0.96,0.4,node.links.from.budget,0,,NaN,,,,03/11/2011,5.6,1
Christopher Ali,969,944,male,13/08/1952,Delivery Grade 1,Full time,UK,Projects,2,32573,0,651,Christopher.Ali@realco.com,AG821979H,,,1,15/05/2009,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,4.6,6.39,0,Sickness,-,,,,32573,1651,4528,38753,3979,31.78,3.43,33.22,node.links.from.budget,0,Asthma,NaN,,,,10/01/2011,5.75,0
Amber Parsons,994,944,female,25/04/1987,Delivery Grade 2,Full time,UK,Projects,3,42037,2840,841,Amber.Parsons@realco.com,AH562452G,,,1,01/10/2010,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,6.2,6.8,5,,5,,,,44877,2341,6238,53456,5205,42.71,2.05,22.3,node.links.from.budget,0,,NaN,,,,17/04/2011,6.2,1
Daisy Chadwick,1019,944,female,14/12/1950,Delivery Grade 3,Full time,UK,Projects,4,58363,5115,1167,Daisy.Chadwick@realco.com,HC320964E,,,1,29/03/2012,,Y,Manchester,Internal,,0,,,GBP,2000,0,9000,0,4.6,5.4,9,,144,,,,63478,3167,8823,75469,7039,52.71,0.56,12.29,node.links.from.budget,0,,NaN,,,,29/03/2012,4.6,4
Estelle Meyer,1044,119,female,05/02/1957,Delivery Grade 1,Full time,UK,Projects,2,33179,0,664,Estelle.Meyer@realco.com,DB273042I,,,1,06/05/2010,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,3.4,6.06,8,,200,,,No,33179,1664,4612,39454,4038,32.48,2.45,32.52,node.links.from.budget,11,,6.461818182,5.5,4,,16/08/2011,4.25,5
Peter Parkinson,519,1044,male,19/09/1981,Delivery Grade 4,Full time,UK,Projects,5,60032,5016,1801,Peter.Parkinson@realco.com,AJ285799H,,,1,24/07/2010,,Y,Manchester,Internal,0,0,,,GBP,2500,0,9000,0,8,6.79,6,Sickness,24,,,,65048,4301,9042,78390,7283,62.3,2.24,2.7,node.links.from.budget,0,Dermatitis,NaN,,,,17/07/2011,8,2
Amelia Hargreaves,669,1044,female,20/12/1949,Delivery Grade 3,Full time,UK,Projects,4,60374,5383,1207,Amelia.Hargreaves@realco.com,JE103546F,,,1,27/07/2007,,Y,Manchester,Agency,,8250,,,GBP,2000,0,9000,0,5,5.85,6,,54,,,,65757,3207,9140,78105,7259,52.21,5.23,12.8,node.links.from.budget,0,,NaN,,,,05/10/2012,6.25,3
Suzanne Scarbrough,694,1044,female,05/01/1963,Delivery Grade 1,Full time,UK,Projects,2,30569,0,611,Suzanne.Scarbrough@realco.com,HB910425I,,,1,03/05/2008,,Y,Manchester,Agency,,9450,,,GBP,500,0,9000,0,9.4,6.76,8,,288,,,,30569,1111,4249,35930,3744,19.59,4.46,45.41,node.links.from.budget,0,,NaN,,,,10/01/2011,7.05,6
Michael Miller,719,1044,male,17/06/1983,Delivery Grade 3,Full time,UK,Projects,4,51088,4145,1022,Michael.Miller@realco.com,JH309864B,,,1,25/11/2007,,Y,Manchester,Advert,,500,,,GBP,1500,0,10368.72,0,4.5,6.68,6,,24,,,,55233,2522,7677,65432,6317,49.52,4.9,15.48,node.links.from.budget,0,,NaN,,,,10/01/2011,5.246,2
Sebastian Wilkinson,1069,1044,male,05/08/1985,Delivery Grade 1,Full time,UK,Projects,2,32986,0,660,Sebastian.Wilkinson@realco.com,EI997320F,,,1,16/12/2010,,Y,Manchester,Agency,,10200,,,GBP,500,0,9000,0,4.6,5.61,9,,144,,,,32986,1160,4585,38731,3978,18.36,1.84,46.64,node.links.from.budget,0,,NaN,,,,01/09/2011,3.45,4
Alfie Iqbal,1094,1044,male,04/01/1988,Delivery Grade 1,Full time,UK,Projects,2,29657,0,593,Alfie.Iqbal@realco.com,AJ58606G,,,1,10/12/2006,,Y,Manchester,Agency,,10350,,,GBP,1000,0,9000,0,6.9,6.46,0,,-,,,,29657,1593,4122,35372,3698,30.84,5.86,34.16,node.links.from.budget,0,,NaN,,,,03/06/2012,6.9,0
Linda Tew,1119,1044,female,09/06/1953,Delivery Grade 2,Full time,UK,Projects,3,43999,3167,880,Linda.Tew@realco.com,HD865781A,,,1,05/09/2012,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,5.7,6.63,6,,96,,,,47166,1880,6556,55602,5383,37.08,0.12,27.92,node.links.from.budget,0,,NaN,,,,05/09/2012,4.275,4
Aidan Whittaker,1144,1044,male,09/08/1951,Delivery Grade 3,Full time,UK,Projects,4,54389,4585,1088,Aidan.Whittaker@realco.com,EJ529731J,,,1,06/01/2010,,Y,Manchester,Agency,,9900,,,GBP,2000,0,9000,0,4,6.13,5,,5,,,,58974,3088,8197,70259,6605,58.73,2.78,6.27,node.links.from.budget,0,,NaN,,,,31/08/2011,4,1
Melissa Fraser,1169,1044,female,17/04/1953,Delivery Grade 3,Full time,UK,Projects,4,52009,4268,1040,Melissa.Fraser@realco.com,JD915768I,,,1,05/07/2012,,Y,Manchester,Agency,,9600,,,GBP,2000,0,10710.43,0,8.2,7.21,0,,-,,,,56277,3040,7822,67139,6487,53.91,0.29,11.09,node.links.from.budget,0,,NaN,,,,05/07/2012,6.661,0
Josefina Hampton,1194,1044,female,25/07/1955,Delivery Grade 1,Full time,UK,Projects,2,30461,0,609,Josefina.Hampton@realco.com,AA260151I,,,1,29/07/2010,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,7.3,7.49,8,,128,,,,30461,1359,4234,36055,3755,22.92,2.22,42.08,node.links.from.budget,0,,NaN,,,,27/06/2011,7.3,4
John Mendez,1219,1044,male,11/10/1983,Delivery Grade 3,Full time,UK,Projects,4,61576,5543,1232,John.Mendez@realco.com,IH584386G,,,1,02/08/2008,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,4.7,5.47,0,,-,,,,67120,3232,9330,79681,7390,52.06,4.21,12.94,node.links.from.budget,0,,NaN,,,,22/03/2012,4.7,0
Georgia James,128,110,female,23/08/1952,Project Manager,Full time,UK,Projects,5,72598,8799,3630,Georgia.James@realco.com,II338351I,,,1,04/08/2011,,Y,Manchester,Internal,,0,,,GBP,750,500,18000,0,4.7,5.82,7,,63,,,No,81397,4880,11314,97591,9633,29.6,1.21,35.41,node.links.from.budget,16,,6.0575,6.3,3,,04/08/2011,4.7,3
Rogelio Meza,228,128,male,28/07/1954,Delivery Grade 2,Full time,UK,Projects,3,48935,3989,979,Rogelio.Meza@realco.com,HB405936I,,,1,02/04/2009,,Y,Manchester,Agency,,8250,,,GBP,1500,0,10377.88,0,2.3,5.64,9,,225,,,,52924,2479,7356,62759,6095,42.8,3.55,22.2,node.links.from.budget,0,,NaN,,,,29/05/2011,2,5
Jasmine Fisher,253,128,female,10/06/1988,Delivery Grade 1,Full time,UK,Projects,2,30215,0,604,Jasmine.Fisher@realco.com,JH498866C,,,1,21/08/2007,,Y,Manchester,Internal,,0,,,GBP,1000,0,9000,0,2.8,5.69,7,,112,,,,30215,1604,4200,36019,3752,31.24,5.16,33.76,node.links.from.budget,0,,NaN,,,,26/04/2011,2.345,4
Olivia Jarvis,303,128,female,21/12/1985,Delivery Grade 1,Full time,UK,Projects,2,33283,0,666,Olivia.Jarvis@realco.com,AJ518222B,,,1,30/07/2012,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,7.5,6.31,5,Exams,45,,,,33283,1416,4626,39325,4027,23.75,0.22,41.25,node.links.from.budget,0,Exams,NaN,,,,30/07/2012,8.25,3
Lilly Williamson,403,128,female,09/06/1957,Delivery Grade 2,Full time,UK,Projects,3,42508,2918,850,Lilly.Williamson@realco.com,AF940242H,,,1,02/05/2011,,Y,Manchester,Agency,,9600,,,GBP,1500,0,10143.36,0,3.2,7.27,7,Sickness,28,,,,45426,2350,6314,54090,5353,42.35,1.47,22.65,node.links.from.budget,0,Other,NaN,,,,02/05/2011,2.672,2
Morgan Abbott,478,128,male,28/05/1987,Delivery Grade 3,Full time,UK,Projects,4,56238,4832,1125,Morgan.Abbott@realco.com,AI818221I,,,1,12/05/2011,,Y,Manchester,Advert,,500,,,GBP,2000,0,10251.72,0,0.4,4.94,8,,72,,,,61070,3125,8489,72683,6911,56.39,1.44,8.61,node.links.from.budget,0,,NaN,,,,12/05/2011,2,3
Aidan Glover,503,128,male,05/08/1959,Delivery Grade 1,Full time,UK,Projects,2,30465,0,609,Aidan.Glover@realco.com,FE959584C,,,1,23/03/2010,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,2.9,5.97,7,,112,,,,30465,1359,4235,36059,3755,22.52,2.58,42.48,node.links.from.budget,0,,NaN,,,,10/01/2011,2.9,4
Bryan McCormick,553,128,male,30/03/1952,Delivery Grade 4,Full time,UK,Projects,5,66653,8327,2000,Bryan.McCormick@realco.com,EJ528802F,,,1,19/10/2009,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,4.9,6.16,6,,54,,,,74980,4500,10422,89902,8242,60.39,3,4.62,node.links.from.budget,0,,NaN,,,,24/08/2012,3.675,3
Alfie Parkin,628,128,male,04/10/1952,Delivery Grade 3,Full time,UK,Projects,4,59625,5283,1192,Alfie.Parkin@realco.com,CF875209A,,,1,12/01/2008,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,9.1,7.32,9,,324,,,,64908,2692,9022,76623,7135,47.35,4.77,17.65,node.links.from.budget,0,,NaN,,,,02/07/2012,6.825,6
Margaret Ramsey,778,128,female,18/01/1986,Delivery Grade 1,Full time,UK,Projects,2,30656,0,613,Margaret.Ramsey@realco.com,IF844021J,,,1,11/02/2009,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,1.8,5.28,7,,28,,,No,30656,1613,4261,36530,3794,32.73,3.68,32.27,node.links.from.budget,8,,7.38625,4.2,2,,11/10/2012,2,2
William Carter,178,778,male,29/08/1954,Delivery Grade 1,Full time,UK,Projects,3,28299,0,566,William.Carter@realco.com,CE850512I,,,1,16/01/2008,,Y,Manchester,Agency,,3900,,,GBP,1000,0,9000,0,3.9,7.49,7,,112,,,,28299,1566,3934,33798,3567,36.33,4.76,28.68,node.links.from.budget,0,,NaN,,,,09/09/2011,2.925,4
Zara Gibbs,328,778,female,28/04/1955,Delivery Grade 1,Full time,UK,Projects,2,33287,0,666,Zara.Gibbs@realco.com,FC915727D,,,1,16/05/2010,,Y,Manchester,Internal,,0,,,GBP,1000,0,9000,0,9.6,7.12,4,,36,,,,33287,1666,4627,39580,4048,33.44,2.43,31.56,node.links.from.budget,0,,NaN,,,,13/07/2011,9.6,3
Joyce McDermott,603,778,female,16/06/1959,Delivery Grade 4,Full time,UK,Projects,5,64556,7278,1937,Joyce.McDermott@realco.com,EE623445C,,,1,14/01/2009,,Y,Manchester,Advert,,500,,,GBP,2500,0,11813.96,0,9,7.75,0,,-,,,,71834,4437,9985,86256,8173,60.9,3.76,4.11,node.links.from.budget,0,,NaN,,,,10/01/2011,9,0
Joel Gibbons,753,778,male,17/11/1950,Delivery Grade 3,Full time,UK,Projects,4,51800,4240,1036,Joel.Gibbons@realco.com,FH826758G,,,1,21/01/2011,,Y,Manchester,Internal,,0,,,GBP,2000,0,9000,0,5.6,7.17,6,,54,,,,56040,3036,7790,66866,6322,58.25,1.74,6.75,node.links.from.budget,0,,NaN,,,,21/01/2011,5.6,3
Anthony Clements,1103,778,male,19/11/1983,Delivery Grade 2,Full time,UK,Projects,3,43309,3051,866,Anthony.Clements@realco.com,JJ217772H,,,1,22/02/2009,,Y,Manchester,Agency,,9150,,,GBP,1000,0,9000,0,8,7.83,0,Sickness,-,,,,46360,1866,6444,54671,5306,36.39,3.65,28.61,node.links.from.budget,0,Stress,NaN,,,,10/01/2011,8,0
Lucy Cross,1153,778,female,28/08/1961,Delivery Grade 2,Full time,UK,Projects,3,40449,2575,809,Lucy.Cross@realco.com,DJ860137F,,,1,01/03/2009,,Y,Manchester,Agency,,10350,,,GBP,1000,0,9597.11,0,8.9,8.06,7,,252,,,,43024,1809,5980,50813,5034,37.33,3.64,27.68,node.links.from.budget,0,,NaN,,,,23/09/2012,10,6
Lydia Wilkinson,1178,778,female,18/02/1988,Delivery Grade 2,Full time,UK,Projects,3,50713,4285,1014,Lydia.Wilkinson@realco.com,DC360062I,,,1,03/10/2007,,Y,Manchester,Internal,0,0,,,GBP,1500,0,11360.76,0,6.7,7.12,0,,-,,,,54998,2514,7645,65157,6376,40.43,5.05,24.58,node.links.from.budget,0,,NaN,,,,10/01/2011,6.7,0
Bradley Morales,1228,778,male,21/12/1984,Delivery Grade 3,Full time,UK,Projects,4,59642,5286,1193,Bradley.Morales@realco.com,JJ353420B,,,1,19/02/2009,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,6.4,6.55,6,,54,,,,64927,2693,9025,76645,7137,46.32,3.66,18.68,node.links.from.budget,0,,NaN,,,,10/01/2011,5.76,3
Valerie Giltner,803,128,female,26/02/1963,Delivery Grade 2,Full time,UK,Projects,3,45923,3487,918,Valerie.Giltner@realco.com,ID517499B,,,1,04/08/2012,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,0.4,5.24,9,Sickness,225,,,No,49410,2418,6868,58697,5641,40.11,0.21,24.89,node.links.from.budget,5,Upper limb,6.414,3.6,3,,04/08/2012,2,5
Robert Martinez,153,803,male,05/07/1951,Delivery Grade 4,Full time,UK,Projects,5,60532,5266,1816,Robert.Martinez@realco.com,HE810621G,,,1,29/10/2010,,Y,Manchester,Advert,,500,,,GBP,2500,0,11216.09,0,6.4,6.05,4,,4,,,,65799,4316,9146,79261,7540,64.07,1.97,0.93,node.links.from.budget,0,,NaN,,,,26/05/2011,6.4,1
Roxanna Oliver,453,803,female,24/08/1984,Delivery Grade 1,Full time,UK,Projects,2,34841,0,697,Roxanna.Oliver@realco.com,BH196385H,,,1,08/11/2011,,Y,Manchester,Agency,,9750,,,GBP,1000,0,9000,0,6.7,6.55,4,,4,,,,34841,1697,4843,41380,4198,32.81,0.95,32.19,node.links.from.budget,0,,NaN,,,,08/11/2011,6.7,1
Larry McAtee,528,803,male,15/01/1986,Delivery Grade 4,Full time,UK,Projects,5,61966,5983,1859,Larry.McAtee@realco.com,BD740346E,,,1,09/08/2007,,Y,Manchester,Advert,,500,,,GBP,2500,0,11773.42,0,3.5,6.07,6,,6,,,,67949,4359,9445,81753,7794,64.55,5.2,0.46,node.links.from.budget,0,,NaN,,,,10/01/2011,3.5,1
Matthew Slater,653,803,male,08/06/1983,Delivery Grade 2,Full time,UK,Projects,3,43453,3075,869,Matthew.Slater@realco.com,CF889077F,,,1,29/04/2011,,Y,Manchester,Agency,,9000,,,GBP,1500,0,9000,0,4.6,6.67,11,,396,,,,46528,2369,6467,55364,5364,42.39,1.47,22.61,node.links.from.budget,0,,NaN,,,,29/04/2011,4.6,6
Isaac Wall,828,803,male,24/08/1953,Delivery Grade 3,Full time,UK,Projects,4,57519,5002,1150,Isaac.Wall@realco.com,FH1180C,,,1,25/07/2010,,Y,Manchester,Agency,,9900,,,GBP,2000,0,9000,0,7.7,6.73,0,,-,,,,62521,3150,8690,74362,6947,58.93,2.24,6.08,node.links.from.budget,0,,NaN,,,,10/01/2011,8.47,0
Tilly Hall,853,128,female,26/04/1983,Delivery Grade 2,Full time,UK,Projects,3,46189,3532,924,Tilly.Hall@realco.com,JB583586I,,,1,21/01/2009,,Y,Manchester,Agency,,10350,,,GBP,1500,0,9000,0,5.5,5.96,0,,-,,,No,49721,2424,6911,59056,5671,43.35,3.74,21.65,node.links.from.budget,3,,5.67,6.7,1,,10/01/2011,4.125,0
Barbara Dicus,278,853,female,07/07/1987,Delivery Grade 1,Full time,UK,Projects,2,29639,0,593,Barbara.Dicus@realco.com,HI665602E,,,1,20/01/2009,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,2.7,5.55,10,,250,,,,29639,1343,4120,35102,3675,28.69,3.75,36.32,node.links.from.budget,0,,NaN,,,,17/08/2012,2.7,5
Matthew Cook,378,853,male,29/10/1953,Delivery Grade 2,Full time,UK,Projects,3,50746,4291,1015,Matthew.Cook@realco.com,CG6463I,,,1,22/10/2008,,Y,Manchester,Agency,,7050,,,GBP,1000,0,9000,0,2,5.65,10,,160,,,,55037,2015,7650,64702,6142,39.91,3.99,25.09,node.links.from.budget,0,,NaN,,,,11/09/2012,2,4
